Id;Costes (€);Inicio Real;Descripción;Nombre Centro;Tipo Trabajo;Equipo;Desc. Equipo;Desc. Estado;Urgencia;Especialidad;Contratista;Personal;Sector;Familia;Fecha cierre;Factura;Estado;Contrato;CCAA;Centro de Servicio;Fecha Planificada;Tipo de Trabajo
31342;;11/12/2025;Jerez de la Frontera - Modificación mesa.;JEREZ DE LA FRONTERA;COR;006DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;ALA01;0;KI1103;DEP;;;30;62;Andalucía;006;11/12/2025;COR
31341;;11/12/2025;RAYOS NO ARRANCA;BURGOS;COR;501DPIRX;Equipo de RX;Pendiente;No Urgente;RADIODIAGNOSTICO;RAD01;0;JC0901;EMD;;;30;5;Castilla y León;501;11/12/2025;COR
31340;;11/12/2025;Jerez de la Frontera - Cerradura baño;JEREZ DE LA FRONTERA;COR;006DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;ALA01;0;KI1103;DEP;;;30;62;Andalucía;006;11/12/2025;COR
31339;;11/12/2025;Jerez de la Frontera - PCI;JEREZ DE LA FRONTERA;COR;006PCI;PCI;Pendiente;No Urgente;Sin Asignar;JOM02;0;KI1103;PCI;;;30;9;Andalucía;006;11/12/2025;COR
31338;;11/12/2025;Écija - Bloqueo cerradura puerta principal;ECIJA;COR;020DIM;DIE - Mantenimiento;Pendiente;No Urgente;CERRAJERÍA;ALA01;0;KO4103;DEP;;;30;62;Andalucía;020;11/12/2025;COR
31335;;11/12/2025;Es necesario ir urgente a revisar el cuadro electrico.;VIC;COR;219ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;BT0811;ELE;;;30;7;Cataluña;219;11/12/2025;COR
31334;;11/12/2025;MONTAJE ADAPTADOR PROAS;AVILES;COR;060OBC;Obra Civil;Pendiente;No Urgente;MOBILIARIO;VEE01;0;LB3303;OBC;;;30;53;Principado de Asturias;060;11/12/2025;COR
31333;;11/12/2025;Clima zona Administración;TORREJON DE ARDOZ;COR;760AAC01;Maquina Clima 01 [Zona Administracion];Pendiente;No Urgente;CLIMA;ASIME;0;CJ2809;AAC;;;30;34;Comunidad de Madrid;760;11/12/2025;COR
31331;;11/12/2025;Cambiar de enchufes los radiadores de Silla para que no salte la tension;SILLA;COR;406AAC01;Maquina Clima 01 [Zona Administracion];Pendiente;No Urgente;CLIMA;COMSA01;0;GP4603;AAC;;;30;39;Comunidad Valenciana;406;11/12/2025;COR
31330;;11/12/2025;LA CALEFACCION DEL CENTRO NO FUNCIONA;LORCA;COR;801AAC01;Maquina Clima 01 [Zona Administracion];Pendiente;No Urgente;CLIMA;COMSA01;0;GI3003;AAC;;;30;39;Región de Murcia;801;11/12/2025;COR
31328;;11/12/2025;CÓRDOBA_GOTERA EN PROAS;CORDOBA;SIN;007FON;Fontaneria;Pendiente;Urgente;CLIMA;COMSA01;0;KE1401;FON;;;30;39;Andalucía;007;11/12/2025;SIN
31327;;11/12/2025;Conectividad impresora multifunción;AVILES;COR;060TELCAB;Cableado;Pendiente;Urgente;COMUNICACIONES;VEE01;0;LB3303;TEL;;;30;8;Principado de Asturias;060;11/12/2025;COR
31315;;10/12/2025;Activación llaves magnéticas puerta acceso;MERCABARNA;COR;212DIM;DIE - Mantenimiento;Pendiente;Urgente;ACCESOS Y PUERTAS AUTOMATICAS;CLE01;0;BM0826;DEP;;;30;7;Cataluña;212;10/12/2025;COR
31314;;10/12/2025;Sellado provisional fachada;AVILES;COR;060OBC;Obra Civil;Pendiente;No Urgente;ALBAÑILERIA;VEE01;0;LB3303;OBC;;;30;53;Principado de Asturias;060;10/12/2025;COR
31310;;10/12/2025;Acompañamiento OCA BT (Segunda visita);AVILES;COR;060ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;VEE01;0;LB3303;ELE;;;30;8;Principado de Asturias;060;10/12/2025;COR
31309;73,5;10/12/2025;AVERIA CLIMA- ZONA RECEPCIÓN;MOSTOLES NUEVO;COR;757AAC24;Termostato;Terminada;Urgente;CLIMA;ASIME;0;CH2807;AAC;11/12/2025;;70;34;Comunidad de Madrid;757;10/12/2025;COR
31308;;10/12/2025;Es necesario la adecuacion del cableado del cuadro electrico.;VIC;COR;219ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;BT0811;ELE;;;30;7;Cataluña;219;10/12/2025;COR
31307;;10/12/2025;Es necesario la adecuacion del cableado del cuadro electrico.;VIC 2;COR;220ELE;Electricidad;Pendiente;No Urgente;Sin Asignar;CLE01;0;BT0825;ELE;;;30;7;Cataluña;220;10/12/2025;COR
31306;;10/12/2025;Es necesario la adecuacion del sistema de iluminacion de emergencia del c.a.;VIC;COR;219ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;BT0811;ELE;;;30;7;Cataluña;219;10/12/2025;COR
31305;;10/12/2025;Es necesario la adecuacion del sistema de iluminacion de emergencia del c.a.;VIC 2;COR;220ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;BT0825;ELE;;;30;7;Cataluña;220;10/12/2025;COR
31304;;10/12/2025;es necesario la adecuacion del cuadro electrico del c.a.;GIRONA;COR;229ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;FH1701;ELE;;;30;7;Cataluña;229;10/12/2025;COR
31303;;10/12/2025;Es necesario la adecuacion del sistema de iluminacion de emergencia del c.a.;GIRONA;COR;229ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;FH1701;ELE;;;30;7;Cataluña;229;10/12/2025;COR
31301;;10/12/2025;es necesario la adecuacion del cuadro electrico del c.a.;FIGUERES;COR;232ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;FU1705;ELE;;;30;7;Cataluña;232;10/12/2025;COR
31300;;10/12/2025;Es necesario la adecuacion del sistema de iluminacion de emergencia del c.a.;FIGUERES;COR;232ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;FU1705;ELE;;;30;7;Cataluña;232;10/12/2025;COR
31299;;10/12/2025;Alimentación rótulo corporativo;LUGO NUEVO;COR;604ELECE;Cuadros Electricos;Pendiente;No Urgente;ELECTRICIDAD;VEE01;0;IH2701;ELE;;;30;8;Galicia;604;10/12/2025;COR
31298;;10/12/2025;Es necesario la adecuacion del sistema de iluminacion de emergencia del c.a.;OLOT;COR;231ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;FT1704;ELE;;;30;7;Cataluña;231;10/12/2025;COR
31296;;10/12/2025;Jerez de la Frontera - Tapar tubo de 100mm;JEREZ DE LA FRONTERA;COR;006DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;ALA01;0;KI1103;DEP;;;30;62;Andalucía;006;10/12/2025;COR
31295;;10/12/2025;Jerez de la Frontera - Abrir arqueta ciega.;JEREZ DE LA FRONTERA;COR;006DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;ALA01;0;KI1103;DEP;;;30;62;Andalucía;006;10/12/2025;COR
31294;;10/12/2025;Jerez de la Frontera - Limpieza arquetas centro.;JEREZ DE LA FRONTERA;COR;006DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;ALA01;0;KI1103;DEP;;;30;62;Andalucía;006;10/12/2025;COR
31293;;10/12/2025;Algeciras - baño aseo fisio señora.;ALGECIRAS NUEVO;COR;004DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;ALA01;0;KB1102;DEP;;;30;62;Andalucía;004;10/12/2025;COR
31292;;10/12/2025;Puerta atascada Fisioterapia;JEREZ DE LA FRONTERA;COR;006DIM;DIE - Mantenimiento;Pendiente;Crítica;CERRAJERÍA;ALA01;0;KI1103;DEP;;;30;62;Andalucía;006;10/12/2025;COR
31289;;10/12/2025;Ladrillos forjado;LOGROÑO;COR;700OBC;Reparaciones Generales [Obra Civil];Pendiente;Urgente;ALBAÑILERIA;VEE01;0;JG2601;OBC;;;30;53;La Rioja;700;10/12/2025;COR
31287;;10/12/2025;LAVABO MANOS ATASCADO;MANRESA;COR;215FON;Fontaneria;Pendiente;Urgente;Sin Asignar;NWC;0;BO0807;FON;;;30;52;Cataluña;215;10/12/2025;COR
31285;;10/12/2025;AVERIA LUMINARIAS;MERCAMADRID;COR;765ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;ASIME;0;CO2825;ELE;;;30;34;Comunidad de Madrid;765;10/12/2025;COR
31284;;10/12/2025;SPLIT PROAS FUGA AGUA;TARRAGONA;COR;235AAC;Climatizacion;Pendiente;No Urgente;CLIMA;CLE01;0;FE4301;AAC;;;30;7;Cataluña;235;10/12/2025;COR
31283;;10/12/2025;Luminaria Sala de Espera. Foco redondo fundido;GRANOLLERS;COR;207DIM;DIE - Mantenimiento;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;BH0831;DEP;;;30;7;Cataluña;207;10/12/2025;COR
31282;;10/12/2025;Aseos visitas personal externo (usuarios). Cerradura de la puerta del inodoro está estropeada;GRANOLLERS;COR;207DIM;DIE - Mantenimiento;Pendiente;No Urgente;FONTANERÍA;NWC;0;BH0831;DEP;;;30;52;Cataluña;207;10/12/2025;COR
31281;;10/12/2025;Sala de Rehabilitación. Inodoro vestuario de mujeres;GRANOLLERS;COR;207DIM;DIE - Mantenimiento;Pendiente;Urgente;FONTANERÍA;NWC;0;BH0831;DEP;;;30;52;Cataluña;207;10/12/2025;COR
31272;;10/12/2025;Revision ANUAL CORTINA AIRE;MARTORELL;PRV;213DIM;DIE - Mantenimiento;Pendiente;No Urgente;Sin Asignar;NWC;0;BN0819;DEP;;;30;52;Cataluña;213;10/12/2025;PRV
31270;;10/12/2025;Revision MENSUAL CLIMATIZACION  (>70 kW);GRANOLLERS;PRV;207AAC;Climatizacion;Pendiente;No Urgente;Sin Asignar;CLE01;0;BH0831;AAC;;;30;7;Cataluña;207;10/12/2025;PRV
31269;;09/12/2025;Cambio de Tubos por Led;OFICINAS ELOY GONZALO;COR;750ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;ASIME;0;CA2823;ELE;;;30;34;Comunidad de Madrid;750;09/12/2025;COR
31268;;09/12/2025;HUMEDAD EN PARED;VILLANUEVA DE LA SERENA;COR;551OBC;Reparaciones Generales [Obra Civil];En Proceso;No Urgente;ALBAÑILERIA;ELECNOR;0;DT0602;OBC;;;40;35;Extremadura;551;09/12/2025;COR
31267;;09/12/2025;DESAGÜES AZOTEA - AVENIDA LA SALLE Nº 19;SANTA CRUZ DE TENERIFE 2;COR;106OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;SANEAMIENTO;MON01;0;EC3803;OBC;;;30;37;Canarias;106;09/12/2025;COR
31264;;09/12/2025;Va36 PLB Montar árbol de Navidad día 9/12 y desmontar el día 7/01/2026.;OFICINAS VIA AUGUSTA 36;COR;150PLBOBC;Obra Civil;Pendiente;No Urgente;VARIOS;NWC;0;A0VA36;OBC;;;30;52;Cataluña;150;09/12/2025;COR
31262;;09/12/2025;cisterna del baño fisioterapia;TELDE;COR;104FON;Fontaneria;Pendiente;No Urgente;FONTANERÍA;MON01;0;EI3506;FON;;;30;37;Canarias;104;09/12/2025;COR
31261;;09/12/2025;luz del baño de minusvalido fundida;TELDE;COR;104ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;MON01;0;EI3506;ELE;;;30;36;Canarias;104;09/12/2025;COR
31260;;09/12/2025;luz del baño de fisioterapia fundida;TELDE;COR;104ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;MON01;0;EI3506;ELE;;;30;36;Canarias;104;09/12/2025;COR
31255;;09/12/2025;Salto repetido de la Central de Incendios.;LAS PALMAS;COR;100PCICPC;Central PCI;En Proceso;Urgente;PCI;JOM04;0;EB3501;PCI;;;40;9;Canarias;100;09/12/2025;COR
31252;;09/12/2025;calefaccion área sanitaria, no funciona;MANRESA;COR;215AAC;Climatizacion;Pendiente;Urgente;Sin Asignar;CLE01;0;BO0807;AAC;;;30;7;Cataluña;215;09/12/2025;COR
31251;;09/12/2025;Sale el aire frio, sale en la pantalla el error F!. He intentado quitar el fallo y resetear, pero no;GUADALAJARA;COR;307AAC02;Maquina Clima 02 [Zona Sanitaria];Pendiente;Urgente;Sin Asignar;ASIME;0;DF1901;AAC;;;30;34;Castilla-La Mancha;307;09/12/2025;COR
31249;19,95;09/12/2025;incidencias detectadas revision prl;VIC 2;SUM;220ROT;Rotulacion;Pendiente;No Urgente;Sin Asignar;ANM;0;BT0825;ROT;;;30;156;Cataluña;220;09/12/2025;SUM
31248;13,3;09/12/2025;Solicitud Cartel de señal desfibrilador y maletin de emergencia;MOLINS DE REI;SUM;217ROT;Rotulacion;Pendiente;No Urgente;Sin Asignar;ANM;0;BR0821;ROT;;;30;156;Cataluña;217;09/12/2025;SUM
31247;;09/12/2025;Solicitud Presupuesto Pintura Centro Asepeyo;FUENLABRADA;COR;753OBC;Reparaciones Generales [Obra Civil];Pendiente Presupuesto;No Urgente;PINTURA;ELECNOR;0;CE2805;OBC;;;45;35;Comunidad de Madrid;753;09/12/2025;COR
31246;;09/12/2025;Solicitud Presupuesto Pintura Centro Asepeyo;MERCAMADRID;COR;765OBC;Reparaciones Generales [Obra Civil];Pendiente Presupuesto;No Urgente;PINTURA;ELECNOR;0;CO2825;OBC;;;45;35;Comunidad de Madrid;765;09/12/2025;COR
31245;;09/12/2025;Solicitud Presupuesto Pintura Centro Asepeyo;ARGANDA DEL REY;COR;764OBC;Reparaciones Generales [Obra Civil];Pendiente Presupuesto;No Urgente;PINTURA;ELECNOR;0;CN2817;OBC;;;45;35;Comunidad de Madrid;764;09/12/2025;COR
31244;;09/12/2025;Despacho con signos de roedores;PINTO;COR;759DDDPLA;DDD [Plagas];Pendiente;Urgente;DDD (PLAGAS);BIB01;0;CI2808;DDD;;;30;33;Comunidad de Madrid;759;09/12/2025;COR
31243;36,75;09/12/2025;Caldera parada;LEGAZPI;COR;754AACCAL;Caldera;Validada Gestor;Urgente;CLIMA;ASIME;0;CF2806;AAC;09/12/2025;;80;34;Comunidad de Madrid;754;09/12/2025;COR
31240;;09/12/2025;CIUDAD REAL_Habilitar boca de comunicaciones;CIUDAD REAL;COR;301TEL;Telecomunicaciones;Pendiente;No Urgente;COMUNICACIONES;ASIME;0;DN1301;TEL;;;30;34;Castilla-La Mancha;301;09/12/2025;COR
31239;;09/12/2025;LUZ DE BAÑO DE MEDICOS FUNDIDA;LOGROÑO;COR;700ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;VEE01;0;JG2601;ELE;;;30;8;La Rioja;700;09/12/2025;COR
31236;;09/12/2025;INDICACIÓN DE EVOLUTIO DEL TICKET  I250911_0068. RESPECTO A LA ANTENA WIFI DEL CENTRO -;CADIZ;COR;005TEL;Telecomunicaciones;Pendiente;No Urgente;COMUNICACIONES;COMSA01;0;KC1101;TEL;;;30;39;Andalucía;005;09/12/2025;COR
31198;;06/12/2025;Revision TRIMESTRAL BT;UTEBO;PRV;046ELE;Electricidad;Pendiente;No Urgente;Sin Asignar;VEE01;0;FR5004;ELE;;;30;8;Aragón;046;06/12/2025;PRV
31184;;06/12/2025;Revision TRIMESTRAL BT;HUESCA;PRV;040ELE;Electricidad;Pendiente;No Urgente;Sin Asignar;VEE01;0;FC2201;ELE;;;30;8;Aragón;040;06/12/2025;PRV
31182;;05/12/2025;La puerta del despacho médico se ha descolgado y roza en el suelo al abrir y cerrar;GUADALAJARA;COR;307OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;Sin Asignar;ELECNOR;0;DF1901;OBC;;;30;35;Castilla-La Mancha;307;05/12/2025;COR
31181;;05/12/2025;La puerta interior se abre todo el tiempo sin que haya presencia cercana que provoque dicha apertura;GUADALAJARA;COR;307PUA02;Puerta Automatica 02 [Acceso Interiror];Pendiente;No Urgente;Sin Asignar;ELECNOR;0;DF1901;PUA;;;30;35;Castilla-La Mancha;307;05/12/2025;COR
31172;;05/12/2025;REGULADOR ILUMINACION;MERCAMADRID;COR;765ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;ASIME;0;CO2825;ELE;;;30;34;Comunidad de Madrid;765;05/12/2025;COR
31171;;05/12/2025;GRIETA TECHO RECEPCION;MERCAMADRID;COR;765OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;ALBAÑILERIA;ELECNOR;0;CO2825;OBC;;;30;35;Comunidad de Madrid;765;05/12/2025;COR
31170;;05/12/2025;LUMINARIA EXTERIOR - LA SALLE Nº19;SANTA CRUZ DE TENERIFE 2;COR;106ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;MON01;0;EC3803;ELE;;;30;36;Canarias;106;05/12/2025;COR
31169;;05/12/2025;TUB PARQUING;OLOT;COR;231FON;Fontaneria;Pendiente;Crítica;Sin Asignar;NWC;0;FT1704;FON;;;30;52;Cataluña;231;05/12/2025;COR
31168;;05/12/2025;Puerta cabina RX;PRAT DEL LLOBREGAT;COR;222EMD;Electromedicina;Pendiente;Crítica;RADIODIAGNOSTICO;NWC;0;BV0815;EMD;;;30;52;Cataluña;222;05/12/2025;COR
31166;;05/12/2025;Instalación de testigos en grieta.;SANTA CRUZ DE TENERIFE 2;COR;106OBC;Reparaciones Generales [Obra Civil];Pendiente;Urgente;ALBAÑILERIA;MON01;0;EC3803;OBC;;;30;37;Canarias;106;05/12/2025;COR
31165;;05/12/2025;Va48 Resolución de las incidencias detectadas en la revisión preventiva de BT.;OFICINAS VIA AUGUSTA 48;COR;151ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;AJVA48;ELE;;;30;7;Cataluña;151;05/12/2025;COR
31164;;05/12/2025;Va36 Resolución de las incidencias detectadas en la revisión preventiva de BT;OFICINAS VIA AUGUSTA 36;COR;150ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;A0VA36;ELE;;;30;7;Cataluña;150;05/12/2025;COR
31163;;05/12/2025;Va18 Resolución de las incidencias detectadas en la revisión preventiva de BT.;OFICINAS VIA AUGUSTA 18;COR;204ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;BDVA18;ELE;;;30;7;Cataluña;204;05/12/2025;COR
31162;52;05/12/2025;Es necesario la revision de la central de PCi.;HOSPITALET DEL LLOBREGAT;COR;205PCI;PCI;Validada Gestor;No Urgente;Sin Asignar;JOM01;0;BE0806;PCI;10/12/2025;;80;9;Cataluña;205;05/12/2025;COR
31158;;05/12/2025;Es necesario suministrar climatizadores portatiles, falla el clima de la zona sanitaria.;VIC;COR;219AAC;Climatizacion;Pendiente;Crítica;CLIMA;CLE01;0;BT0811;AAC;;;30;7;Cataluña;219;05/12/2025;COR
31157;;05/12/2025;Va36 Pl6 2 estores de la sala de reuniones de nuestra planta estropeado, están encallados.;OFICINAS VIA AUGUSTA 36;COR;150PL6ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;CLE01;0;A0VA36;ELE;;;30;7;Cataluña;150;05/12/2025;COR
31155;;05/12/2025;Revision MENSUAL CLIMATIZACION  (>70 kW);ZARAGOZA;PRV;044AAC;Climatizacion;Pendiente;No Urgente;Sin Asignar;VEE01;0;FG5001;AAC;;;30;8;Aragón;044;05/12/2025;PRV
31153;;05/12/2025;Revision SEMESTRAL PUERTAS AUTOMATICAS;CIUTADELLA;PRV;652PUA;Accesos Y Puertas Automaticas;Pendiente;No Urgente;Sin Asignar;PRO01;0;FK0703;PUA;;;30;126;Islas Baleares;652;05/12/2025;PRV
31152;;05/12/2025;Revision MENSUAL ASCENSORES;BARCELONA - CASP;PRV;224ASC;Ascensores;Pendiente;No Urgente;Sin Asignar;CLE01;0;BX0803;ASC;;;30;7;Cataluña;224;05/12/2025;PRV
31143;;05/12/2025;Revision MENSUAL ASCENSORES;GIRONA;PRV;229ASC;Ascensores;Pendiente;No Urgente;Sin Asignar;CLE01;0;FH1701;ASC;;;30;7;Cataluña;229;05/12/2025;PRV
31142;;05/12/2025;Revision MENSUAL ASCENSORES;MOLINS DE REI;PRV;217ASC;Ascensores;Pendiente;No Urgente;Sin Asignar;CLE01;0;BR0821;ASC;;;30;7;Cataluña;217;05/12/2025;PRV
31141;;05/12/2025;Revision MENSUAL ASCENSORES;HOSPITALET DEL LLOBREGAT;PRV;205ASC;Ascensores;Pendiente;No Urgente;Sin Asignar;CLE01;0;BE0806;ASC;;;30;7;Cataluña;205;05/12/2025;PRV
31140;179,44;05/12/2025;Revision MENSUAL ASCENSORES;GRANOLLERS;PRV;207ASC;Ascensores;Validada Gestor;No Urgente;Sin Asignar;CLE01;0;BH0831;ASC;05/12/2025;;80;7;Cataluña;207;05/12/2025;PRV
31139;;05/12/2025;Revision TRIMESTRAL BT;TOLOSA;PRV;905ELE;Electricidad;Pendiente;No Urgente;Sin Asignar;VEE01;0;JR2004;ELE;;;30;8;País Vasco;905;05/12/2025;PRV
31138;;05/12/2025;Revision MENSUAL CLIMATIZACION  (>70 kW);BERGARA;PRV;904AAC;Climatizacion;Pendiente;No Urgente;Sin Asignar;VEE01;0;JO2003;AAC;;;30;8;País Vasco;904;05/12/2025;PRV
31136;;05/12/2025;Revision MENSUAL CLIMATIZACION  (>70 kW);VIGO;PRV;607AAC;Climatizacion;Pendiente;No Urgente;Sin Asignar;VEE01;0;IM3601;AAC;;;30;8;Galicia;607;05/12/2025;PRV
31135;;05/12/2025;Revision MENSUAL CLIMATIZACION  (>70 kW);VILAGARCIA DE AROUSA;PRV;608AAC;Climatizacion;Pendiente;No Urgente;Sin Asignar;VEE01;0;IN3603;AAC;;;30;8;Galicia;608;05/12/2025;PRV
31134;;04/12/2025;Batería de chasis de la sala rayos;ARGANDA DEL REY;COR;764DPIRX;Equipo de RX;Pendiente;Urgente;RADIODIAGNOSTICO;RAD01;0;CN2817;EMD;;;30;5;Comunidad de Madrid;764;04/12/2025;COR
31133;;04/12/2025;REVISIONES CAJAS CABLEADO PANTALLA DIGITAL Y CUADRO DE COMUNICACIONES;DURANGO;COR;909ELE;Electricidad;Pendiente;No Urgente;ELECTRICIDAD;VEE01;0;JT4804;ELE;;;30;8;País Vasco;909;04/12/2025;COR
31132;22;10/12/2025;REVISAR INODOROS  EN ASEO Y VESTUARIOS PLANTA SOTANO;LAS PALMAS;COR;100FON;Fontaneria;Validada Gestor;No Urgente;FONTANERÍA;MON01;0;EB3501;FON;10/12/2025;;80;37;Canarias;100;04/12/2025;COR
31131;;04/12/2025;PINTURA EN SALA ADMISION Y DESPACHO MEDICO CA VVA SERENA;VILLANUEVA DE LA SERENA;COR;551DIM;DIE - Mantenimiento;En Proceso;No Urgente;Sin Asignar;ELECNOR;0;DT0602;DEP;;;40;35;Extremadura;551;04/12/2025;COR
31128;47,07;01/12/2025;Material derivado de Mantenimiento preventivo BT;HUMANES;COR;770ELEALG;Alumbrado General;Validada Gestor;No Urgente;ELECTRICIDAD;ASIME;0;CU2827;ELE;01/12/2025;;80;34;Comunidad de Madrid;770;04/12/2025;COR
31127;26,54;01/12/2025;Material derivado de Mantenimiento preventivo BT;FUENLABRADA;COR;753ELEALG;Alumbrado General;Validada Gestor;No Urgente;ELECTRICIDAD;ASIME;0;CE2805;ELE;01/12/2025;;80;34;Comunidad de Madrid;753;04/12/2025;COR
31125;;04/12/2025;SOCULS CAIGUTS;OLOT;COR;231OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;Sin Asignar;NWC;0;FT1704;OBC;;;30;52;Cataluña;231;04/12/2025;COR
31124;;04/12/2025;PORTA AUTOMATICA ACCÉS AREA SANITARIA;OLOT;COR;231ELE;Electricidad;Pendiente;Urgente;Sin Asignar;NWC;0;FT1704;ELE;;;30;52;Cataluña;231;04/12/2025;COR
31123;;04/12/2025;Revisar cisterna de RHB y vestuario mujeres planta baja;HOSPITALET DEL LLOBREGAT;COR;205FON;Fontaneria;Pendiente;No Urgente;Sin Asignar;NWC;0;BE0806;FON;;;30;52;Cataluña;205;04/12/2025;COR
31122;;04/12/2025;Muchas Moscas en el centro (cientos);ALMUSSAFES;COR;411DDDPLA;DDD [Plagas];Pendiente;Crítica;DDD (PLAGAS);BIB01;0;GZ4608;DDD;;;30;33;Comunidad Valenciana;411;04/12/2025;COR
31115;;04/12/2025;LEON_Iluminación baja puestos 2 y 3 de administración;LEON;COR;502DIM;DIE - Mantenimiento;Pendiente;No Urgente;ELECTRICIDAD;ASIME;0;DO2401;DEP;;;30;34;Castilla y León;502;04/12/2025;COR
31109;;04/12/2025;Radiadores Aseos;OFICINAS ELOY GONZALO;COR;750AAC;Climatizacion;Pendiente;No Urgente;CLIMA;ASIME;0;CA2823;AAC;;;30;34;Comunidad de Madrid;750;04/12/2025;COR
31105;11,66;04/12/2025;ALCAZAR_material derivado MPVO CLIMA NOV 25;ALCAZAR DE SAN JUAN;COR;305AAC;Climatizacion;Validada Gestor;No Urgente;Sin Asignar;ASIME;0;DS1304;AAC;04/12/2025;;80;34;Castilla-La Mancha;305;04/12/2025;COR
31104;;04/12/2025;SAN PEDRO_subsanación defectos preventivo puerta automática;SAN PEDRO DE ALCANTARA;COR;017PUA01;Puerta Automatica 01 [Acceso Exterior];Presupuesto Aceptado;No Urgente;Sin Asignar;ELE013;0;KU2907;PUA;05/12/2025;;50;138;Andalucía;017;04/12/2025;COR
31103;130;04/12/2025;CALEFACCION SALA DE CURAS NO FUNCIONA Y ZONA PREVENCION;VALENCIA - CID;COR;410AAC03;Maquina Clima 03 [Zona Consultas];Terminada;No Urgente;CLIMA;COMSA01;0;GU4606;AAC;11/12/2025;;70;39;Comunidad Valenciana;410;04/12/2025;COR
31102;;04/12/2025;cambiar luz baño caballeros publico;VALENCIA - CID;COR;410ELEALG;Alumbrado General;Pendiente;No Urgente;ELECTRICIDAD;COMSA01;0;GU4606;ELE;;;30;39;Comunidad Valenciana;410;04/12/2025;COR
31101;;04/12/2025;Uno de los termostatos del aire acondicionado esta roto;LORCA;COR;801AAC01;Maquina Clima 01 [Zona Administracion];Pendiente;No Urgente;CLIMA;COMSA01;0;GI3003;AAC;;;30;39;Región de Murcia;801;04/12/2025;COR
31100;;04/12/2025;Copia llaves C.A. Sagrera;BARCELONA - SAGRERA;COR;218OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;CERRAJERÍA;NWC;0;BS0802;OBC;;;30;52;Cataluña;218;04/12/2025;COR
31099;;04/12/2025;COLOCACION BANDEROLA EXTINTOR;BARCELONA - SAGRERA;COR;218PCI;PCI;En Proceso;No Urgente;CARTELERIA (Señaletica Interior);JOM01;0;BS0802;PCI;;;40;9;Cataluña;218;04/12/2025;COR
31096;;04/12/2025;Corte vinilo ventana;VITORIA;COR;900OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;VARIOS;VEE01;0;JB0102;OBC;;;30;53;País Vasco;900;04/12/2025;COR
31081;;03/12/2025;Revisión Temperatura Aire Acondicionado del CA de A Coruña;A CORUÑA;COR;600AAC01;Maquina Clima 01 [Exterior];Pendiente;No Urgente;CLIMA;VEE01;0;ID1501;AAC;;;30;8;Galicia;600;03/12/2025;COR
31080;;03/12/2025;PERCHERO SERVIVIO MEDICO DESCOLGADO;VALDEMORO;COR;768OBC;Reparaciones Generales [Obra Civil];Pendiente;No Urgente;VARIOS;ELECNOR;0;CS2813;OBC;;;30;35;Comunidad de Madrid;768;03/12/2025;COR
31079;;03/12/2025;Servicio de caballeros averiado;VALDEMORO;COR;768FONACS;Instalacion AFCH/ACS;Pendiente;No Urgente;FONTANERÍA;ELECNOR;0;CS2813;FON;;;30;35;Comunidad de Madrid;768;03/12/2025;COR
